Division,Part,Item,Pay Item,Description,Unit
DIVISION II - BUILDING,PART G,ITEM 1200 – AIR CONDITIONING AND VENTILATING SYSTEM,1200 (5)a,Exhaust Fan (   Ceiling Cassette),Set
DIVISION II - BUILDING,PART G,ITEM 1200 – AIR CONDITIONING AND VENTILATING SYSTEM,1200 (5)b,Exhaust Fan (   Wall Mounted),Set
DIVISION II - BUILDING,PART G,ITEM 1200 – AIR CONDITIONING AND VENTILATING SYSTEM,1200 (5)c,"Exhaust Fan (   Wall Mounted, Industrial
Type)",Set
DIVISION II - BUILDING,PART G,ITEM 1200 – AIR CONDITIONING AND VENTILATING SYSTEM,1200 (5)d,Exhaust Fan (   Tubular in Line),Set
DIVISION II - BUILDING,PART G,ITEM 1200 – AIR CONDITIONING AND VENTILATING SYSTEM,1200 (6),"Supply Fan, Ceiling Cassette (   )",Set
DIVISION II - BUILDING,PART G,ITEM 1200 – AIR CONDITIONING AND VENTILATING SYSTEM,1200 (7),Centrifugal Cabinet in line Fan Ducted Type (CCI) (   ),Set
DIVISION II - BUILDING,PART G,ITEM 1200 – AIR CONDITIONING AND VENTILATING SYSTEM,1200 (8),Centrifugal Fan Backward Incline (   ),Set
DIVISION II - BUILDING,PART G,ITEM 1200 – AIR CONDITIONING AND VENTILATING SYSTEM,1200 (9),Kitchen Hood (   ),Set
DIVISION II - BUILDING,PART G,ITEM 1200 – AIR CONDITIONING AND VENTILATING SYSTEM,1200 (10),Induced Jet Fan (   ),Set
DIVISION II - BUILDING,PART G,ITEM 1200 – AIR CONDITIONING AND VENTILATING SYSTEM,1200 (11),Refrigerant (   ),Kilogram
DIVISION II - BUILDING,PART G,ITEM 1200 – AIR CONDITIONING AND VENTILATING SYSTEM,1200 (12),Sand Trap Louver (   ),Square Meter
DIVISION II - BUILDING,PART G,ITEM 1200 – AIR CONDITIONING AND VENTILATING SYSTEM,1200 (13)a,"Air Conditioning System (  Package/Split
Type )",Lump Sum
DIVISION II - BUILDING,PART G,ITEM 1200 – AIR CONDITIONING AND VENTILATING SYSTEM,1200 (13)b,Air Conditioning System (  VRF/VRV ),Lump Sum
DIVISION II - BUILDING,PART G,ITEM 1200 – AIR CONDITIONING AND VENTILATING SYSTEM,1200 (13)c,Air Conditioning System (  Centralized Air- Condition Ducting ),Lump Sum
DIVISION II - BUILDING,PART G,ITEM 1200 – AIR CONDITIONING AND VENTILATING SYSTEM,1200 (14),Ventilating System (   ),Lump Sum
DIVISION II - BUILDING,PART G,ITEM 1201  - WATER PUMPING SYSTEM,1201 (1),Water Pumping System (   ),Lump Sum
DIVISION II - BUILDING,PART G,ITEM 1201  - WATER PUMPING SYSTEM,1201 (2),Centrifugal Pump with Control (   ),Set
DIVISION II - BUILDING,PART G,ITEM 1201  - WATER PUMPING SYSTEM,1201 (3),Submersible Multi-Stage Deepwell Pump with Control (   ),Set
DIVISION II - BUILDING,PART G,ITEM 1201  - WATER PUMPING SYSTEM,1201 (4),Submersible Sump Pump with Control (   ),Set
DIVISION II - BUILDING,PART G,ITEM 1201  - WATER PUMPING SYSTEM,1201 (5),Booster Pump with Control (   ),Set
DIVISION II - BUILDING,PART G,ITEM 1201  - WATER PUMPING SYSTEM,1201 (6),Jet Pump with Control (   ),Set
DIVISION II - BUILDING,PART G,ITEM 1201  - WATER PUMPING SYSTEM,1201 (7)a,Water Tank (   Stainless),Set
DIVISION II - BUILDING,PART G,ITEM 1201  - WATER PUMPING SYSTEM,1201 (7)b,Water Tank (   Galvanized Iron),Set
DIVISION II - BUILDING,PART G,ITEM 1201  - WATER PUMPING SYSTEM,1201 (7)c,Water Tank (   Polyethylene),Set
DIVISION II - BUILDING,PART G,ITEM 1201  - WATER PUMPING SYSTEM,1201 (7)d,Water Tank (   Concrete),Set
DIVISION II - BUILDING,PART G,ITEM 1201  - WATER PUMPING SYSTEM,1201 (8),Valves and Pipe Fittings (   ),Lump Sum
DIVISION II - BUILDING,PART G,ITEM 1201  - WATER PUMPING SYSTEM,1201 (9),Electrode (   ),Set
DIVISION II - BUILDING,PART G,ITEM 1202 – AUTOMATIC FIRE SPRINKLER SYSTEM (AFSS),1202 (1),Automatic Fire Sprinkler System (   ),Lump Sum
DIVISION II - BUILDING,PART G,ITEM 1202 – AUTOMATIC FIRE SPRINKLER SYSTEM (AFSS),1202 (2),Fire Pump Complete with Control and Standard Accessories (   ),Set
DIVISION II - BUILDING,PART G,ITEM 1202 – AUTOMATIC FIRE SPRINKLER SYSTEM (AFSS),1202 (3),Jockey Pump complete with control and standard accessories (   ),Set
DIVISION II - BUILDING,PART G,ITEM 1202 – AUTOMATIC FIRE SPRINKLER SYSTEM (AFSS),1202 (4)a,Fire Hose Valve with cap ( 63 mm dia.  ),Set
DIVISION II - BUILDING,PART G,ITEM 1202 – AUTOMATIC FIRE SPRINKLER SYSTEM (AFSS),1202 (4)b,Fire Hose Valve with cap ( 40 mm dia.  ),Set
DIVISION II - BUILDING,PART G,ITEM 1202 – AUTOMATIC FIRE SPRINKLER SYSTEM (AFSS),1202 (5),Fire Hose Cabinet Assembly (   ),Set
DIVISION II - BUILDING,PART G,ITEM 1202 – AUTOMATIC FIRE SPRINKLER SYSTEM (AFSS),1202 (6)a1,Fire Extinguisher ( 4.54 kg  ABC with bracket),Set
DIVISION II - BUILDING,PART G,ITEM 1202 – AUTOMATIC FIRE SPRINKLER SYSTEM (AFSS),1202 (6)a2,Fire Extinguisher ( 9.07 kg  ABC with bracket),Set
DIVISION II - BUILDING,PART G,ITEM 1202 – AUTOMATIC FIRE SPRINKLER SYSTEM (AFSS),1202 (6)b1,"Fire Extinguisher ( 4.54 kg  CO2/HCFC123 with
bracket)",Set
DIVISION II - BUILDING,PART G,ITEM 1202 – AUTOMATIC FIRE SPRINKLER SYSTEM (AFSS),1202 (6)b2,"Fire Extinguisher ( 9.07 kg  CO2/HCFC123 with
bracket)",Set
DIVISION II - BUILDING,PART G,ITEM 1202 – AUTOMATIC FIRE SPRINKLER SYSTEM (AFSS),1202 (6)c,"Fire Extinguisher ( 22.68 kg  CO2/HCFC123 wheeled
type)",Set
DIVISION II - BUILDING,PART G,ITEM 1202 – AUTOMATIC FIRE SPRINKLER SYSTEM (AFSS),1202 (7),"Fire Department Connections for Wet and Dry Type System, 100 mm x 63 mm x 63
mm (   )",Set
DIVISION II - BUILDING,PART G,ITEM 1202 – AUTOMATIC FIRE SPRINKLER SYSTEM (AFSS),1202 (8),Fire Hydrant (   ),Set
DIVISION II - BUILDING,PART G,ITEM  1203 – ELEVATOR SYSTEM,1203 (1)a,Electric Elevator (   up to 500 kg),Lump Sum
DIVISION II - BUILDING,PART G,ITEM  1203 – ELEVATOR SYSTEM,1203 (1)b,Electric Elevator (   501 kg - 1000 kg),Lump Sum
DIVISION II - BUILDING,PART G,ITEM  1203 – ELEVATOR SYSTEM,1203 (1)c,Electric Elevator (   above 1000 kg),Lump Sum
DIVISION II - BUILDING,PART G,ITEM  1203 – ELEVATOR SYSTEM,1203 (2),Service Elevator (   ),Lump Sum
DIVISION II - BUILDING,PART G,ITEM  1204 – ELECTRIC DUMBWAITER,1204 (1),Electric Dumbwaiter (   ),Lump Sum
DIVISION II - BUILDING,PART G,ITEM  1204 – ELECTRIC DUMBWAITER,1204 (2),Electric Wires and Conduits (   ),Meter
DIVISION II - BUILDING,PART G,"ITEM  1205 – OXYGEN, NITROUS OXIDE, VACUUM AND FUEL GAS SYSTEM",1205 (1),"Oxygen, Nitrous Oxide, Gas Manifold and Duplex Vacuum Pump (   )",Set
DIVISION II - BUILDING,PART G,"ITEM  1205 – OXYGEN, NITROUS OXIDE, VACUUM AND FUEL GAS SYSTEM",1205 (2),"Humidifier, Vacuum Trap Bottle, Outlets, Valves (   )",Piece
DIVISION II - BUILDING,PART G,"ITEM  1205 – OXYGEN, NITROUS OXIDE, VACUUM AND FUEL GAS SYSTEM",1205 (3),Pipes and Tubings (   ),Linear Meter
DIVISION II - BUILDING,PART G,ITEM  1206 – HEATING SYSTEM,1206 (1),"Boilers, Fuel Pump, Storage Tank and Fuel Day Tank including Foundation (   )",Set
DIVISION II - BUILDING,PART G,ITEM  1206 – HEATING SYSTEM,1206 (2),Pipes (   ),Meter
DIVISION II - BUILDING,PART G,ITEM  1206 – HEATING SYSTEM,1206 (3),Valves and Fittings (   ),Piece
DIVISION II - BUILDING,PART G,ITEM  1207 - BOILER,1207 (1),Boiler (including fittings and attachments) (   ),Lump Sum
DIVISION II - BUILDING,PART G,ITEM  1208 - FIRE ALARM SYSTEM,1208 (1),Fire Alarm System (   ),Lump Sum
DIVISION II - BUILDING,PART G,ITEM  1208 - FIRE ALARM SYSTEM,1208 (2),Smoke Detector with Base (   ),Set
DIVISION II - BUILDING,PART G,ITEM  1208 - FIRE ALARM SYSTEM,1208 (3),Heat Detector with Base (   ),Set
DIVISION II - BUILDING,PART G,ITEM  1208 - FIRE ALARM SYSTEM,1208 (4),Fire Alarm Bell (   ),Set
DIVISION II - BUILDING,PART G,ITEM  1208 - FIRE ALARM SYSTEM,1208 (5),Fire Alarm Control Panel (   ),Set
DIVISION II - BUILDING,PART G,ITEM  1208 - FIRE ALARM SYSTEM,1208 (6),Manual Pull Station Switch (   ),Set
DIVISION II - BUILDING,PART G,ITEM  1208 - FIRE ALARM SYSTEM,1208 (7),Back-up Battery Pack (   ),Set
DIVISION II - BUILDING,PART G,ITEM  1208 - FIRE ALARM SYSTEM,1208 (8),Automatic Voltage Regulator (   ),Set
DIVISION II - BUILDING,PART G,ITEM  1208 - FIRE ALARM SYSTEM,1208 (9),Extended Power Supply (   ),Set
DIVISION II - BUILDING,PART G,ITEM  1208 - FIRE ALARM SYSTEM,1208 (10),Loop Expander Module (   ),Set
DIVISION II - BUILDING,PART G,ITEM  1208 - FIRE ALARM SYSTEM,1208 (11),Loop Control Module (   ),Set
DIVISION II - BUILDING,PART G,ITEM  1208 - FIRE ALARM SYSTEM,1208 (12),Annunciator Addressable Module (   ),Set
,PART B,,B.3 (1),Permits and Clearances (   ),Lump Sum
,PART B,,B.4 (1),Construction survey and staking (   ),Kilometer
,PART B,,B.4 (2),"Slope, reference, and clearing and grubbing stakes (   )",Kilometer
,PART B,,B.4 (3),Centerline reestablishment (   ),Kilometer
,PART B,,B.4 (4),Culvert survey and staking (   ),Each
,PART B,,B.4 (5),Bridge survey and staking (   ),Lump sum
,PART B,,B.4 (6),Retaining wall survey and staking (   ),Lump sum
,PART B,,B.4 (7),Grade finishing stakes (   ),Kilometer
,PART B,,B.4 (8),Permanent monuments and markers (   ),Each
,PART B,,B.4 (9),Miscellaneous survey and staking (   ),Hour
,PART B,,B.4 (10),Miscellaneous survey and staking (   ),Lump sum
,PART B,,B.4 (11),Construction survey and staking (   ),Lump Sum
,PART B,,B.4 (12),As-staked Survey (   ),Lump Sum
,PART B,,B.4 (13),As-built Survey (   ),Lump Sum
,PART B,,B.5 (1),Project Billboard / Signboard (   ),Each
,PART B,,B.6 (1),Installation of ODA Recognition Plate (   ),Lump sum
,PART B,,B.6 (2),Installation of ODA Recognition Plate (   ),Each
,PART B,,B.7 (1),Occupational Safety and Health (   ),Lump Sum
,PART B,,B.8 (1),Traffic Management (   ),Month
,PART B,,B.8 (2),Traffic Management (   ),Lump Sum
,PART B,,B.9 (1),Mobilization/Demobilization (   ),Lump Sum
,PART B,,B.10 (1),Dayworks (   ),Provisional Sum
,PART B,,B.11 (1),Provisional Sum (   ),Provisional Sum
,PART B,,B.12 (1),Removal and Relocation of Utilities (   ),Lump Sum
,PART B,,B.15 (1),Detour/access road (   ),Lump sum
,PART B,,B.15 (2),Restoration (   ),Lump sum
,PART B,,B.16 (1),Recognition Plate/Project Marker (   ),Each
,PART B,,B.18 (1),Craneway (   ),Linear Meter
,PART B,,B.18 (2),Craneway (   ),Lump Sum
,PART B,,B.19 (1),Geotechnical Investigation (Soil) (   ),Linear Meter
,PART B,,B.19 (2),Geotechnical Investigation (Rock) (   ),Linear Meter
,PART B,,B.19 (3),"Sampling, Testing and Reports (   )",Lump Sum
,PART B,,B.20 (1),Temporary Fence (   ),Lump Sum
,PART B,,B.20 (2),Temporary Fence (Rental Basis) (   ),Monthly
,PART B,,B.21 (1),Temporary Bridge (   ),Lump Sum
,PART B,,B.21 (2),Temporary Bridge (   ),Square Meter
,PART B,,B.22 (1),Support Equipment (   ),Lump Sum
,PART B,,B.22 (2),Support Equipment (   ),Monthly
,PART B,,B.24 (1),General scaffolding and shoring and Netting (   ),Lump Sum
,PART B,,B.24 (2),General scaffolding and shoring and Netting (   ),Rental
,PART B,,B.25 (1),Detailed Engineering and Architectural Design (   ),Lump Sum
,PART B,,B.26 (1),Sidewalks (   ),Lump Sum
,PART B,,B.26 (2),Ramps (   ),Lump Sum
,PART B,,B.26 (3),Corridors (   ),Lump Sum
,PART B,,B.26 (4),Doors (   ),Lump Sum
,PART B,,B.26 (5),Railings (   ),Lump sum
,PART B,,B.26 (6),Stairs (   ),Lump Sum
,PART B,,B.26 (7),Elevator and Conveying System (   ),Lump Sum
,PART B,,B.26 (8),Washroom and Toilets (   ),Lump Sum
,PART B,,B.26 (9),Audible and Visible Alarm (   ),Lump Sum
,PART B,,B.26 (10),Parking Areas (   ),Lump Sum
,PART B,,B.26 (11),Signages (   ),Lump Sum
,PART B,,B.26 (12),Waiting Shed (   ),Lump Sum
,PART B,,B.28 (1)a,Container Van (High-Cube) ( 12 m (40 Feet)  ),Each
,PART B,,B.28 (1)b,Container Van (High-Cube) ( 6 m (20 Feet)  ),Each
,PART B,,B.28 (2)a,"Isolation Facility, Container Van (High-Cube) ( 12 m (40 Feet)  )",Lump Sum
,PART B,,B.28 (2)b,"Isolation Facility, Container Van (High-Cube) ( 6 m (20 Feet)  )",Lump Sum
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
